,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,expired contract,Years Playing
9612,233401,A. Sigurðarson,24,Iceland,66,69,IK Start,825.0,2.0,Right,1.0,3.0,LW,2018,2021-01-01,5.833333333333333,154.0,1100.0,si,0
9613,221626,D. Lowe,25,Jamaica,66,72,IK Start,750.0,1.0,Right,1.0,2.0,CB,2017,2020-01-01,6.25,176.0,1100.0,si,0
9614,199867,Milton Raphael,27,Brazil,66,70,Vitória de Setúbal,575.0,2.0,Right,1.0,1.0,GK,2018,2020-01-01,6.166666666666667,179.0,1300.0,si,0
9615,204987,B. Blume,26,Denmark,66,68,Aarhus GF,775.0,4.0,Right,1.0,3.0,CAM,2018,2021-01-01,5.833333333333333,161.0,1000.0,si,0
9616,210619,Jordi Quintillà,24,Spain,66,70,FC St. Gallen,825.0,4.0,Left,1.0,3.0,CDM,2018,2020-01-01,5.833333333333333,154.0,1300.0,si,0
9617,242619,C. Doucouré,18,Mali,66,80,Racing Club de Lens,1200.0,1.0,Right,1.0,3.0,LDM,2018,2021-01-01,5.916666666666667,161.0,2800.0,si,0
9618,211132,Andrés Prieto,24,Spain,66,72,Málaga CF,650.0,2.0,Right,1.0,1.0,GK,2017,2019-01-01,6.333333333333333,205.0,1200.0,si,0
9619,220348,Isaac Carcelén,25,Spain,66,70,CF Rayo Majadahonda,675.0,2.0,Right,1.0,2.0,RM,2018,2019-01-01,5.833333333333333,165.0,1100.0,si,0
9620,233148,Y. Nakano,25,Japan,66,67,Vegalta Sendai,775.0,2.0,Right,1.0,3.0,LM,2015,2021-01-01,5.75,146.0,1000.0,si,0
9621,184764,L. Schwechlen,29,France,66,66,BB Erzurumspor,500.0,4.0,Left,1.0,2.0,LB,2018,2020-01-01,6.0,172.0,975.0,si,0
9622,210365,Jonatan Lucca,24,Brazil,66,71,Os Belenenses,725.0,2.0,Right,1.0,2.0,LCM,2018,2021-01-01,6.083333333333333,168.0,1600.0,si,0
9623,211901,L. Hufnagel,24,Georgia,66,71,SpVgg Unterhaching,850.0,2.0,Right,1.0,3.0,LDM,2018,2021-01-01,6.0,161.0,1300.0,si,0
9624,213693,J. Rothwell,23,England,66,74,Blackburn Rovers,950.0,10.0,Right,1.0,3.0,LM,2018,2021-01-01,6.083333333333333,170.0,2000.0,si,0
9625,220605,J. Rodríguez,22,Colombia,66,76,CD Tenerife,1000.0,3.0,Right,1.0,3.0,ST,2014,2019-01-01,5.833333333333333,157.0,1900.0,si,0
9626,236477,A. Claude Maurice,20,France,66,79,FC Lorient,1200.0,2.0,Right,1.0,3.0,LW,2016,2022-01-01,5.75,137.0,2900.0,si,0
9627,177597,R. Taylor,30,England,66,66,Plymouth Argyle,625.0,4.0,Left,1.0,2.0,ST,2017,2020-01-01,6.166666666666667,150.0,1100.0,si,0
9628,187837,M. Mešanović,27,Bosnia Herzegovina,66,66,SK Slavia Praha,675.0,1.0,Right,1.0,2.0,ST,2016,2019-01-01,5.833333333333333,165.0,1500.0,si,0
9629,199614,G. Plet,30,Netherlands,66,66,Alanyaspor,625.0,5.0,Right,1.0,3.0,ST,2017,2019-01-01,6.333333333333333,185.0,1300.0,si,0
9630,207806,B. Dickenson,25,England,66,68,Colchester United,775.0,5.0,Left,1.0,3.0,LM,2016,2019-01-01,6.0,179.0,1400.0,si,0
9631,232382,T. Takagi,27,Japan,66,66,Cerezo Osaka,675.0,3.0,Right,1.0,4.0,LM,2018,2021-01-01,5.583333333333333,141.0,844.0,si,0
9632,234174,D. Thopola,28,South Africa,66,66,Orlando Pirates,500.0,1.0,Right,1.0,2.0,RB,2018,2021-01-01,5.833333333333333,159.0,1100.0,si,0
9633,179646,J. Juelsgård,29,Denmark,66,66,Aarhus GF,500.0,4.0,Left,1.0,2.0,LCB,2016,2019-01-01,6.0,179.0,625.0,si,0
9634,245694,A. Traoré,23,Mali,66,72,FC Metz,875.0,2.0,Left,1.0,3.0,LW,2018,2022-01-01,5.833333333333333,154.0,1800.0,si,0
9635,214719,G. Sandoval,34,Chile,66,66,CD Antofagasta,200.0,1.0,Right,1.0,3.0,LDM,2016,2018-01-01,5.583333333333333,150.0,270.0,si,0
9636,225983,S. Mpontshane,32,South Africa,66,66,Orlando Pirates,375.0,1.0,Left,1.0,1.0,GK,2015,2018-01-01,6.0,174.0,806.0,si,0
9637,166847,C. McCann,30,Republic of Ireland,66,66,Atlanta United,475.0,2.0,Left,1.0,3.0,LB,2016,2018-01-01,6.083333333333333,165.0,713.0,si,0
9638,179903,O. Bozanic,29,Australia,66,66,Heart of Midlothian,625.0,3.0,Left,1.0,2.0,CM,2018,2020-01-01,5.833333333333333,165.0,1100.0,si,0
9639,219584,L. Lezzerini,23,Italy,66,74,Venezia FC,700.0,1.0,Right,1.0,1.0,GK,2018,2020-01-01,6.416666666666667,190.0,1200.0,si,0
9640,222912,M. Yaghoubi,23,Finland,66,74,HJK Helsinki,825.0,1.0,Right,1.0,2.0,LM,2017,2018-01-01,5.833333333333333,185.0,1900.0,si,0
9641,231873,Joni Montiel,19,Spain,66,76,Deportivo de La Coruña,1000.0,3.0,Left,1.0,3.0,CAM,2016,2019-06-30,5.666666666666667,148.0,4585.06080634501,si,0
9642,184001,D. Gorter,30,Netherlands,66,66,ADO Den Haag,600.0,3.0,Left,1.0,3.0,CM,2017,2020-01-01,5.75,154.0,900.0,si,0
9643,119233,T. Mears,35,England,66,66,West Bromwich Albion,140.0,6.0,Right,1.0,3.0,RB,2018,2019-01-01,5.916666666666667,163.0,266.0,si,0
9644,198082,S. Diakité,29,Mali,66,66,Red Star FC,625.0,2.0,Right,1.0,3.0,CM,2016,2020-01-01,6.083333333333333,176.0,1100.0,si,0
9645,200130,R. Mulumba,25,DR Congo,66,70,KAS Eupen,700.0,3.0,Right,1.0,2.0,CDM,2018,2019-01-01,5.916666666666667,168.0,1100.0,si,0
9646,206530,M. Høibråten,23,Norway,66,75,Sandefjord Fotball,850.0,1.0,Left,1.0,2.0,LCB,2018,2020-01-01,6.0,170.0,1200.0,si,0
9647,212418,M. Lackner,27,Austria,66,69,SK Sturm Graz,650.0,6.0,Right,1.0,2.0,CDM,2018,2021-01-01,6.333333333333333,165.0,991.0,si,0
9648,235714,M. Domínguez,18,Mexico,66,75,Cruz Azul,925.0,6.0,Left,1.0,3.0,LM,2016,2019-05-31,5.25,128.0,4585.06080634501,si,0
9649,238786,O. Käuper,21,Germany,66,76,SV Werder Bremen,1000.0,6.0,Left,1.0,2.0,CM,2018,2020-01-01,6.166666666666667,170.0,2000.0,si,0
9650,211395,A. Al Salem,25,Saudi Arabia,66,68,Al Fayha,775.0,6.0,Right,1.0,3.0,CAM,2017,2021-01-01,6.0,163.0,1300.0,si,0
9651,214211,R. Vanegas,25,Colombia,66,69,Once Caldas,800.0,1.0,Right,1.0,3.0,LM,2017,2023-01-01,5.75,159.0,1100.0,no,6
9652,235971,Pablo Larrea,24,Spain,66,73,CD Numancia,775.0,3.0,Right,1.0,3.0,CDM,2017,2019-01-01,5.75,143.0,1400.0,si,0
9653,171971,L. Craig,31,Scotland,66,66,St. Johnstone FC,550.0,3.0,Left,1.0,3.0,LCM,2015,2019-01-01,6.0,181.0,963.0,si,0
9654,240067,D. Gomis,25,France,66,67,GFC Ajaccio,775.0,2.0,Right,1.0,3.0,LM,2017,2019-01-01,5.666666666666667,150.0,1400.0,si,0
9655,184515,N. Blackman,28,England,66,66,Real Sporting de Gijón,650.0,12.0,Left,1.0,3.0,RM,2016,2019-06-30,6.083333333333333,163.0,4585.06080634501,si,0
9656,216260,F. Kaufmann,25,Germany,66,67,FC Würzburger Kickers,775.0,3.0,Right,1.0,3.0,RM,2018,2019-01-01,5.916666666666667,159.0,1200.0,si,0
9657,222916,J. Ginnelly,21,England,66,74,Walsall,950.0,2.0,Right,1.0,3.0,LM,2018,2019-01-01,5.666666666666667,143.0,1900.0,si,0
9658,230084,L. Nmecha,19,England,66,83,Preston North End,1400.0,3.0,Right,1.0,3.0,ST,2016,2021-01-01,6.083333333333333,154.0,3500.0,si,0
9659,241092,I. Alhassan,21,Nigeria,66,73,CD Nacional,775.0,2.0,Right,1.0,2.0,CDM,2018,2022-01-01,6.166666666666667,159.0,1800.0,si,0
9660,213957,L. Crecco,22,Italy,66,74,Pescara,925.0,1.0,Left,1.0,3.0,CM,2018,2021-01-01,6.0,168.0,1600.0,si,0
9661,166853,D. Charles,30,England,66,66,Wycombe Wanderers,475.0,3.0,Left,1.0,2.0,CB,2018,2019-01-01,6.083333333333333,187.0,831.0,si,0
9662,236997,Cris Salvador,23,Spain,66,72,Real Sporting de Gijón,875.0,3.0,Right,1.0,2.0,CM,2016,2019-01-01,6.0,170.0,1600.0,si,0
9663,200134,R. Benson,26,Republic of Ireland,66,69,Dundalk,775.0,1.0,Left,1.0,3.0,LCM,2015,2020-01-01,5.75,170.0,1300.0,si,0
9664,202182,R. Riski,28,Finland,66,66,HJK Helsinki,650.0,1.0,Right,1.0,3.0,RW,2018,2019-01-01,5.75,150.0,1400.0,si,0
9665,224198,K. Hafez,22,Egypt,66,73,Medipol Başakşehir FK,750.0,6.0,Left,1.0,3.0,LB,2018,2023-01-01,5.75,161.0,1600.0,no,5
9666,201927,C. Harriott,24,England,66,72,Reading,875.0,8.0,Left,1.0,3.0,LM,2016,2019-01-01,5.416666666666667,146.0,1800.0,si,0
9667,241607,T. Belmonte,20,Argentina,66,80,Club Atlético Lanús,1400.0,4.0,Right,1.0,3.0,RCM,2017,2020-01-01,5.833333333333333,150.0,3000.0,si,0
9668,244935,B. Eleke,22,Nigeria,66,75,FC Luzern,1000.0,5.0,Right,1.0,3.0,ST,2018,2022-01-01,6.25,194.0,1700.0,si,0
9669,194759,O. Beckles,26,England,66,67,Shrewsbury,625.0,3.0,Right,1.0,2.0,LB,2017,2020-01-01,6.25,172.0,1100.0,si,0
9670,202952,Park Jin Po,30,Korea Republic,66,66,Jeju United FC,600.0,2.0,Left,1.0,2.0,RB,2017,2022-01-01,5.666666666666667,159.0,750.0,si,0
9671,206536,T. Naylor,27,England,66,68,Portsmouth,625.0,4.0,Right,1.0,2.0,RCM,2018,2021-01-01,6.166666666666667,159.0,1100.0,si,0
9672,220872,G. Kiltie,21,Scotland,66,76,Kilmarnock,1000.0,2.0,Right,1.0,3.0,LM,2013,2020-01-01,5.666666666666667,154.0,2000.0,si,0
9673,237768,R. Shirasaki,25,Japan,66,68,Shimizu S-Pulse,775.0,2.0,Right,1.0,3.0,LCM,2012,2021-01-01,5.916666666666667,154.0,1000.0,si,0
9674,173256,T. Charles,33,Argentina,66,66,Club Deportes Temuco,260.0,1.0,Left,1.0,2.0,CB,2018,2019-01-01,6.0,174.0,351.0,si,0
9675,191432,A. Falatah,34,Saudi Arabia,66,66,Al Qadisiyah,180.0,6.0,Left,1.0,3.0,LB,2018,2019-01-01,5.75,154.0,297.0,si,0
9676,206281,I. Tarasovs,29,Latvia,66,66,Śląsk Wrocław,500.0,3.0,Right,1.0,2.0,RDM,2017,2019-01-01,6.25,187.0,675.0,si,0
9677,213449,P. Stolarski,22,Poland,66,75,Legia Warszawa,850.0,3.0,Right,1.0,2.0,RB,2018,2021-01-01,5.916666666666667,163.0,1400.0,si,0
9678,226249,M. Odjer,21,Ghana,66,76,US Salernitana 1919,1000.0,1.0,Right,1.0,3.0,CM,2014,2020-01-01,5.583333333333333,152.0,1900.0,si,0
9679,229065,B. Niňaj,24,Slovakia,66,71,Fortuna Sittard,725.0,2.0,Right,1.0,2.0,RCB,2018,2021-01-01,6.25,187.0,1100.0,si,0
9680,230601,Crysan,21,Brazil,66,75,Al Batin,1000.0,4.0,Left,1.0,3.0,LM,2018,2019-01-01,6.25,181.0,1900.0,si,0
9681,237513,O. Eddahri,27,Sweden,66,66,Djurgårdens IF,675.0,2.0,Right,1.0,3.0,CF,2018,2018-01-01,6.083333333333333,170.0,844.0,si,0
9682,190665,J. Obika,27,England,66,66,Oxford United,675.0,4.0,Left,1.0,2.0,ST,2017,2019-01-01,6.0,168.0,1200.0,si,0
9683,225482,T. Zhamaletdinov,21,Russia,66,77,PFC CSKA Moscow,1100.0,1.0,Right,1.0,3.0,ST,2014,2020-01-01,6.0,161.0,2700.0,si,0
9684,226506,K. Mets,25,Estonia,66,69,NAC Breda,675.0,3.0,Left,1.0,2.0,CB,2017,2020-01-01,6.25,176.0,1000.0,si,0
9685,238282,M. Coulibaly,19,Senegal,66,81,Udinese,1400.0,4.0,Right,1.0,3.0,CM,2017,2022-01-01,6.0,170.0,3300.0,si,0
9686,192970,D. Mayor,27,England,66,66,Bury,675.0,5.0,Right,1.0,4.0,LCM,2014,2019-01-01,6.0,168.0,1200.0,si,0
9687,199627,H. Pell,26,England,66,67,Colchester United,750.0,5.0,Right,1.0,3.0,RDM,2018,2021-01-01,6.333333333333333,187.0,1400.0,si,0
9688,215756,S. McQueen,23,England,66,72,Middlesbrough,750.0,10.0,Left,1.0,3.0,LB,2016,2019-06-30,5.916666666666667,154.0,4585.06080634501,si,0
9689,139213,L. Michel,38,Mexico,66,66,Club Tijuana,40.0,3.0,Right,1.0,1.0,GK,2018,2018-01-01,6.0,163.0,68.0,si,0
9690,210381,C. Lykogiannis,24,Greece,66,71,Cagliari,725.0,7.0,Left,1.0,3.0,LB,2018,2022-01-01,6.083333333333333,172.0,1300.0,si,0
9691,216269,S. Hertner,27,Germany,66,67,SV Darmstadt 98,600.0,5.0,Left,1.0,2.0,LB,2018,2020-01-01,5.916666666666667,165.0,1000.0,si,0
9692,224973,Arturo Molina,22,Spain,66,74,Levante UD,950.0,6.0,Right,1.0,3.0,CAM,2017,2019-01-01,6.0,165.0,2200.0,si,0
9693,198094,C. Warner,30,United States,66,66,Minnesota United FC,475.0,2.0,Right,1.0,3.0,CDM,2017,2022-01-01,5.833333333333333,176.0,713.0,si,0
9694,199118,V. Prodell,30,Sweden,66,66,IF Elfsborg,625.0,2.0,Right,1.0,2.0,ST,2016,2018-01-01,6.25,190.0,781.0,si,0
9695,223438,T. Renault,34,France,66,66,US Orléans Loiret Football,260.0,2.0,Right,1.0,1.0,GK,2002,2019-01-01,6.0,176.0,455.0,si,0
9696,231886,A. Muyl,22,United States,66,74,New York Red Bulls,950.0,2.0,Right,1.0,3.0,RM,2015,2020-01-01,5.916666666666667,174.0,1600.0,si,0
9697,240846,E. Apeh,21,Nigeria,66,76,RC Celta,1100.0,5.0,Right,1.0,2.0,ST,2018,2019-01-01,5.916666666666667,154.0,2400.0,si,0
9698,235983,Alex Pozo,19,Spain,66,75,Granada CF,975.0,2.0,Right,1.0,3.0,LM,2016,2019-06-30,5.666666666666667,137.0,4585.06080634501,si,0
9699,233168,D. Kikuchi,27,Japan,66,66,Urawa Red Diamonds,675.0,4.0,Right,1.0,2.0,LM,2017,2021-01-01,5.666666666666667,150.0,878.0,si,0
9700,190160,R. Austin,33,Jamaica,66,66,Esbjerg fB,260.0,3.0,Right,1.0,2.0,RCB,2017,2019-01-01,5.916666666666667,172.0,325.0,si,0
9701,191184,M. Machaj,29,Poland,66,66,Jagiellonia Białystok,625.0,3.0,Right,1.0,3.0,CAM,2018,2020-01-01,5.75,148.0,844.0,si,0
9702,199121,H. Radetinac,32,Serbia,66,66,Djurgårdens IF,500.0,2.0,Right,1.0,3.0,LW,2013,2019-01-01,6.166666666666667,161.0,625.0,si,0
9703,141265,M. Mikić,38,Croatia,66,66,Shonan Bellmare,220.0,1.0,Right,1.0,3.0,RM,2017,2022-01-01,5.833333333333333,150.0,275.0,si,0
9704,232657,M. Guevgeozián,32,Armenia,66,66,Gimnasia y Esgrima La Plata,525.0,5.0,Right,1.0,2.0,ST,2018,2019-01-01,6.0,174.0,788.0,si,0
9706,240081,I. Lapshov,19,Russia,66,78,Lokomotiv Moscow,975.0,1.0,Right,1.0,2.0,CB,2016,2021-01-01,6.166666666666667,168.0,2200.0,si,0
9707,175313,E. Fejzullahu,30,Kosovo,66,66,Kalmar FF,625.0,2.0,Right,1.0,2.0,ST,2017,2018-01-01,5.916666666666667,176.0,781.0,si,0
9708,188625,J. Ekstrand,29,Sweden,66,66,AIK,500.0,3.0,Right,1.0,2.0,CB,2018,2020-01-01,6.166666666666667,170.0,650.0,si,0
9709,235474,G. Rolando,23,Italy,66,75,Sampdoria,1000.0,8.0,Right,1.0,3.0,RM,2014,2019-01-01,6.0,157.0,1900.0,si,0
9710,204499,R. Inniss,23,England,66,73,Dundee FC,775.0,11.0,Right,1.0,2.0,CB,2016,2019-06-30,6.416666666666667,185.0,4585.06080634501,si,0
9711,237779,T. Yamashita,30,Japan,66,66,Cerezo Osaka,475.0,3.0,Right,1.0,2.0,LCB,2012,2021-01-01,6.0,161.0,594.0,si,0
9712,245459,X. Emmers,18,Belgium,66,78,US Cremonese,1100.0,7.0,Right,1.0,3.0,CM,2016,2019-06-30,5.833333333333333,159.0,4585.06080634501,si,0
9713,221908,L. Morgan,21,Scotland,66,77,Celtic,1100.0,10.0,Right,1.0,3.0,LM,2018,2022-01-01,5.833333333333333,165.0,2200.0,si,0
9714,158676,W. Kvist,33,Denmark,66,66,FC København,375.0,6.0,Right,1.0,2.0,CM,2015,2020-01-01,6.0,176.0,488.0,si,0
9715,239572,B. Jayiya,28,South Africa,66,66,Kaizer Chiefs,650.0,1.0,Right,1.0,3.0,RW,2017,2020-01-01,5.75,143.0,1400.0,si,0
9716,182228,J. Huyghebaert,29,Belgium,66,66,Neuchâtel Xamax,475.0,4.0,Left,1.0,2.0,LB,2016,2019-06-30,5.916666666666667,163.0,4585.06080634501,si,0
9717,203733,José Ángel,26,Spain,66,69,FK Bodø/Glimt,775.0,2.0,Left,1.0,2.0,CM,2017,2019-01-01,6.0,163.0,1000.0,si,0
9718,232405,Y. Hurtado,21,Colombia,66,76,Alianza Petrolera,900.0,1.0,Right,1.0,2.0,RB,2016,2021-01-01,5.583333333333333,148.0,1400.0,si,0
9719,187093,J. González,26,Mexico,66,68,Lobos BUAP,625.0,4.0,Left,1.0,3.0,LB,2016,2019-05-31,5.583333333333333,174.0,4585.06080634501,si,0
9720,189141,R. Söder,27,Sweden,66,66,IFK Göteborg,675.0,2.0,Right,1.0,3.0,ST,2018,2021-01-01,5.833333333333333,157.0,844.0,si,0
9721,202966,Choi Bo Kyung,30,Korea Republic,66,66,Jeonbuk Hyundai Motors,475.0,3.0,Left,1.0,2.0,LCB,2014,2022-01-01,6.0,174.0,618.0,si,0
9722,137686,A. Hadouir,35,Netherlands,66,66,Excelsior,280.0,2.0,Right,1.0,3.0,CAM,2016,2019-01-01,5.666666666666667,150.0,406.0,si,0
9723,224470,He Chao,23,China PR,66,71,Changchun Yatai FC,725.0,3.0,Right,1.0,2.0,LCM,2016,2021-01-01,5.833333333333333,170.0,1600.0,si,0
9724,245718,M. Booysen,29,South Africa,66,66,Kaizer Chiefs,500.0,1.0,Right,1.0,2.0,CB,2018,2020-01-01,6.333333333333333,172.0,1100.0,si,0
9725,189910,C. Main,26,England,66,68,Motherwell,800.0,3.0,Right,1.0,2.0,RS,2018,2019-01-01,6.0,190.0,1500.0,si,0
9726,205015,J. Grimmer,24,Scotland,66,72,Coventry City,750.0,3.0,Right,1.0,2.0,RB,2017,2019-01-01,6.0,183.0,1500.0,si,0
9727,213719,A. Kann,27,United States,66,69,Atlanta United,550.0,2.0,Left,1.0,1.0,GK,2016,2018-01-01,6.333333333333333,190.0,866.0,si,0
9728,216023,M. Lepe,27,Chile,66,66,CD Antofagasta,650.0,2.0,Right,1.0,2.0,RDM,2016,2018-12-31,5.833333333333333,170.0,4585.06080634501,si,0
9729,216535,J. Bandowski,24,Germany,66,70,VfL Bochum 1848,700.0,4.0,Left,1.0,2.0,LB,2016,2019-01-01,6.25,179.0,1200.0,si,0
9730,51159,Nelson Ferreira,36,Portugal,66,66,FC Thun,220.0,3.0,Right,1.0,3.0,LM,2012,2019-01-01,5.75,159.0,319.0,si,0
9731,192471,A. Matuszczyk,29,Poland,66,66,Zagłębie Lubin,500.0,2.0,Right,1.0,3.0,RDM,2017,2020-01-01,6.0,161.0,675.0,si,0
9732,198104,D. Stahl,29,Germany,66,66,SpVgg Unterhaching,500.0,2.0,Right,1.0,2.0,RDM,2016,2019-01-01,6.0,174.0,725.0,si,0
9733,202968,Yun Il Lok,26,Korea Republic,66,67,Yokohama F. Marinos,750.0,2.0,Right,1.0,3.0,LM,2018,2018-01-01,5.833333333333333,143.0,994.0,si,0
9734,210392,R. McLaughlin,23,Northern Ireland,66,72,Blackpool,875.0,3.0,Right,1.0,3.0,RM,2018,2020-01-01,5.75,152.0,1700.0,si,0
9735,228568,P. Joosten,22,Netherlands,66,72,VVV-Venlo,900.0,5.0,Right,1.0,3.0,ST,2016,2019-06-30,5.916666666666667,146.0,4585.06080634501,si,0
9736,242392,G. Magnani,22,Italy,66,76,Sassuolo,900.0,10.0,Left,1.0,2.0,CB,2018,2020-01-01,6.25,192.0,1700.0,si,0
9737,208857,F. Bong,30,Cameroon,66,66,Paris FC,475.0,3.0,Right,1.0,2.0,RCB,2016,2019-01-01,6.166666666666667,201.0,831.0,si,0
9738,214489,M. Restrepo,37,Colombia,66,66,Once Caldas,90.0,1.0,Right,1.0,3.0,CDM,2018,2019-01-01,5.75,154.0,122.0,si,0
9739,221657,T. Akindele,26,Canada,66,67,FC Dallas,775.0,3.0,Right,1.0,3.0,ST,2014,2018-01-01,6.083333333333333,174.0,1200.0,si,0
9740,224217,R. van der Meer,23,Netherlands,66,70,Excelsior,700.0,2.0,Left,1.0,2.0,LB,2018,2021-01-01,6.416666666666667,190.0,1100.0,si,0
9741,158937,R. Gartler,32,Austria,66,66,SKN St. Pölten,525.0,6.0,Right,1.0,3.0,ST,2018,2020-01-01,6.0,172.0,761.0,si,0
9742,226265,C. Lobos,21,Chile,66,76,Universidad Católica,925.0,2.0,Right,1.0,3.0,CDM,2014,2023-01-01,5.666666666666667,154.0,1500.0,no,9
9743,162265,R. Cierzniak,35,Poland,66,66,Legia Warszawa,150.0,2.0,Right,1.0,1.0,GK,2016,2019-01-01,6.166666666666667,179.0,210.0,si,0
9744,190425,M. Abdellaoue,29,Norway,66,66,Strømsgodset IF,650.0,2.0,Right,1.0,3.0,ST,2018,2021-01-01,5.916666666666667,163.0,813.0,si,0
9745,192473,L. Novak,29,England,66,66,Scunthorpe United,650.0,4.0,Right,1.0,2.0,ST,2017,2019-01-01,6.0,172.0,1100.0,si,0
9746,202970,Jung Seung Yong,27,Korea Republic,66,67,Gangwon FC,600.0,2.0,Left,1.0,2.0,LB,2016,2022-01-01,6.0,183.0,795.0,si,0
9747,228058,L. Gugganig,23,Austria,66,73,SpVgg Greuther Fürth,775.0,3.0,Right,1.0,2.0,RDM,2016,2019-01-01,6.25,183.0,1400.0,si,0
9748,201179,A. Donnarumma,27,Italy,66,67,Milan,500.0,15.0,Right,1.0,1.0,GK,2017,2021-01-01,6.333333333333333,212.0,888.0,si,0
9749,204763,P. Steinhart,25,Germany,66,69,TSV 1860 München,675.0,2.0,Left,1.0,2.0,LM,2017,2021-01-01,6.0,154.0,1000.0,si,0
9750,225755,Olavide,22,Spain,66,74,CA Osasuna,950.0,3.0,Left,1.0,3.0,RM,2014,2019-01-01,5.833333333333333,154.0,1700.0,si,0
9751,229083,C. Jakobsen,25,Denmark,66,69,SønderjyskE,800.0,4.0,Right,1.0,3.0,LM,2017,2020-01-01,6.166666666666667,185.0,1100.0,si,0
9752,240859,Berrocal,18,Spain,66,80,Sevilla FC,1200.0,2.0,Right,1.0,2.0,CB,2017,2022-01-01,6.0,159.0,3300.0,si,0
9753,241115,R. Amaral,21,Uruguay,66,78,Racing Club,1200.0,4.0,Left,1.0,3.0,CAM,2017,2021-01-01,5.833333333333333,183.0,2000.0,si,0
9754,202716,Abdón,25,Spain,66,71,RCD Mallorca,875.0,3.0,Left,1.0,2.0,ST,2017,2021-01-01,5.916666666666667,174.0,1400.0,si,0
9755,210140,A. Al Mayoof,31,Saudi Arabia,66,66,Al Hilal,400.0,8.0,Right,1.0,1.0,GK,2016,2020-01-01,6.166666666666667,212.0,680.0,si,0
9756,235740,A. Paleari,25,Italy,66,71,Cittadella,625.0,1.0,Right,1.0,1.0,GK,2016,2021-01-01,6.333333333333333,194.0,1000.0,si,0
9757,240860,José Lara,18,Spain,66,81,Sevilla FC,1300.0,2.0,Left,1.0,2.0,RM,2017,2019-01-01,5.5,132.0,3600.0,si,0
9758,205533,A. Juel Andersen,27,Denmark,66,67,Vendsyssel FF,600.0,3.0,Right,1.0,2.0,RB,2018,2020-01-01,6.166666666666667,185.0,795.0,si,0
9759,221661,G. Vadalá,21,Argentina,66,76,CD Universidad de Concepción,1000.0,5.0,Right,1.0,3.0,CAM,2016,2019-06-30,5.5,143.0,4585.06080634501,si,0
9760,241117,Borja Sánchez,22,Spain,66,77,Real Oviedo,1100.0,3.0,Right,1.0,3.0,CAM,2018,2019-01-01,6.166666666666667,174.0,2000.0,si,0
9761,183517,A. Ogogo,28,England,66,66,Coventry City,650.0,4.0,Right,1.0,2.0,CM,2018,2021-01-01,5.833333333333333,172.0,1100.0,si,0
9762,156894,D. Pratley,33,England,66,66,Charlton Athletic,375.0,4.0,Right,1.0,3.0,RCM,2018,2020-01-01,6.083333333333333,152.0,656.0,si,0
9763,233182,K. Takayama,29,Japan,66,66,Shonan Bellmare,650.0,2.0,Right,1.0,3.0,CF,2015,2019-01-01,5.75,148.0,813.0,si,0
9764,230623,S. Bakış,24,Turkey,66,72,FC Admira Wacker Mödling,900.0,4.0,Right,1.0,2.0,RW,2018,2021-01-01,6.166666666666667,176.0,1500.0,si,0
9765,241119,Dani Martín,19,Spain,66,78,Real Sporting de Gijón,875.0,1.0,Right,1.0,1.0,GK,2016,2021-01-01,6.083333333333333,168.0,1600.0,si,0
9766,183007,Zhang Wenzhao,31,China PR,66,66,Guangzhou Evergrande Taobao FC,575.0,5.0,Right,1.0,2.0,LM,2016,2021-01-01,5.833333333333333,139.0,1300.0,si,0
9767,209888,C. Goodwin,26,Australia,66,67,Adelaide United,750.0,2.0,Left,1.0,3.0,LW,2018,2021-01-01,5.916666666666667,161.0,994.0,si,0
9768,213984,J. Becerra,24,Colombia,66,71,Atlético Huila,850.0,1.0,Right,1.0,3.0,CAM,2018,2023-01-01,5.416666666666667,137.0,1200.0,no,5
9769,219104,C. Bravo,24,Chile,66,69,San Luis de Quillota,825.0,2.0,Right,1.0,3.0,LM,2016,2018-12-31,5.5,154.0,4585.06080634501,si,0
9770,234464,V. Ramis,23,Argentina,66,73,Godoy Cruz,925.0,4.0,Right,1.0,3.0,LW,2017,2021-01-01,5.916666666666667,172.0,1500.0,si,0
9771,139489,F. Torres,35,Mexico,66,66,Lobos BUAP,270.0,2.0,Right,1.0,3.0,CM,2018,2019-01-01,5.583333333333333,154.0,446.0,si,0
9772,232929,M. Mihara,29,Japan,66,66,Vissel Kobe,475.0,3.0,Right,1.0,2.0,RB,2007,2021-01-01,5.75,148.0,594.0,si,0
9773,194785,T. Flanagan,26,Northern Ireland,66,69,Sunderland,650.0,4.0,Right,1.0,2.0,RCB,2018,2020-01-01,6.166666666666667,168.0,1200.0,si,0
9774,206562,L. Thompson,23,Wales,66,73,Norwich City,900.0,7.0,Right,1.0,3.0,CM,2014,2022-01-01,5.916666666666667,165.0,1900.0,si,0
9775,215522,A. Schlager,22,Austria,66,71,LASK Linz,625.0,2.0,Right,1.0,1.0,GK,2017,2021-01-01,6.0,170.0,953.0,si,0
9776,216802,J. Kaprof,23,Argentina,66,74,Atlético Tucumán,950.0,4.0,Right,1.0,3.0,ST,2011,2019-01-01,5.583333333333333,157.0,1600.0,si,0
